,source_vendor_name,type,mid,wiki_url,result_vendor_name
2863,The Government of the HKSAR ,ORGANIZATION,-,-,Government
2864,Junior Nettoyages BAT Sprl ,ORGANIZATION,-,-,Junior Nettoyages
2865,Metasite Business Solutions UAB ,OTHER,-,-,Metasite Business Solutions UAB
2866,LINUX ACADEMY INC ,OTHER,-,-,LINUX ACADEMY INC
2867,Adver-Online ,ORGANIZATION,-,-,Adver
2868,UAB Laikas sportui ,-,-,-,-
2869,Sybase Inc  ,ORGANIZATION,/m/01c6q7,https://en.wikipedia.org/wiki/Sybase,Sybase Inc
2870,LOGIKA CORPORATION ,ORGANIZATION,-,-,LOGIKA CORPORATION
2871,LT Audio AB ,OTHER,-,-,LT Audio AB
2872,DIRECTV ,ORGANIZATION,/m/02mdsj,https://en.wikipedia.org/wiki/DirecTV,DIRECTV
2873,UNITED MESSENGERS LTD ,ORGANIZATION,/g/1vd76jzm,-,UNITED MESSENGERS LTD
2874,CNIJ INC ,OTHER,-,-,CNIJ INC
2875,WHITESTONE WORKS LLC ,ORGANIZATION,-,-,WHITESTONE WORKS LLC
2876,FIGMA INC ,OTHER,-,-,FIGMA INC
2877,Kate SIA ,PERSON,-,-,Kate SIA
2878,AAC Global Oy ,OTHER,-,-,AAC Global Oy
2879,NUMERICAL ALGORITHMS GROUP INCORPORATED ,ORGANIZATION,/m/0fwb2l,https://en.wikipedia.org/wiki/Numerical_Algorithms_Group,NUMERICAL ALGORITHMS GROUP
2880,LAMA PAINTING AND DRYWALL CO INC ,OTHER,-,-,LAMA PAINTING
2881,BROADRIDGE FINANCIALSOLUTIONS INC ,OTHER,-,-,BROADRIDGE FINANCIALSOLUTIONS INC
2882,PostNord AS ,ORGANIZATION,/m/06wbdmv,https://en.wikipedia.org/wiki/PostNord,PostNord
2883,DocLogix UAB ,ORGANIZATION,-,-,DocLogix UAB
2884,TRISOTECH COMPUTER CONSULTING SERVICES ,ORGANIZATION,/g/11c73m01xn,-,TRISOTECH
2885,Lexicon IT-proffs AB ,OTHER,-,-,Lexicon IT
2886,Zemnieku saimnieciba SILINI ,-,-,-,-
2887,W&P DESIGN ,OTHER,-,-,W&P
2888,INSTITUTIONAL EQUITY TRADERS ,PERSON,-,-,INSTITUTIONAL EQUITY TRADERS
2889,COX ENGINEERING COMPANY ,ORGANIZATION,-,-,COX ENGINEERING COMPANY
2890,EASYSOFT LIMITED ,OTHER,-,-,EASYSOFT LIMITED
2891,SAS Manpower Lit filiale Manpower Lit ,CONSUMER_GOOD,-,-,SAS Manpower Lit filiale Manpower Lit
2892,CAPTIV8 INC ,OTHER,-,-,CAPTIV8 INC
2893,SÃ¤hkÃ¶-ja ATK asennus SÃ„HKÃ–-WATTI Oy ,-,-,-,-
2894,HL Komm Telekommunications GmbH ,ORGANIZATION,-,-,HL Komm Telekommunications GmbH
2895,KARINE ROSSBACH ,PERSON,/g/11fyyl0q54,-,KARINE ROSSBACH
2896,COGNIZANT TECHNOLOGY ,OTHER,/m/03bf9h,https://en.wikipedia.org/wiki/Cognizant,COGNIZANT TECHNOLOGY
2897,BAY CITY MECHANICAL INC ,ORGANIZATION,/g/11dxpr8ch8,-,BAY CITY MECHANICAL INC
2898,CANADIAN CREDIT CORPORATION ,LOCATION,/m/0d060g,https://en.wikipedia.org/wiki/Canada,CANADIAN
2899,Verkkokauppa com Oy ,-,-,-,-
2900,SITA Recycling Services Zuid-Nederland ,PERSON,-,-,SITA
2901,CRC Consulting UAB ,ORGANIZATION,-,-,CRC Consulting UAB
2902,Aripaev AS ,ORGANIZATION,/m/0c2pc8,https://en.wikipedia.org/wiki/Äripäev,Aripaev
2903,I HOGG SERVICES LTD ,OTHER,-,-,I HOGG SERVICES LTD
2904,Norsk Investor Relations Forening ,OTHER,-,-,Norsk Investor Relations Forening
2905,OPTIONS INSIDER INC  ,OTHER,-,-,OPTIONS INSIDER INC
2906,eCourier Co  ,ORGANIZATION,-,-,eCourier Co
2907,Sveriges Bolagsjurister ,PERSON,-,-,Sveriges Bolagsjurister
2908,CYBERSOURCE CORPORATION ,ORGANIZATION,/m/0gfjkk,https://en.wikipedia.org/wiki/CyberSource,CYBERSOURCE CORPORATION
2909,LEROY & CLARKSON ,PERSON,-,-,LEROY
2910,Sanimatto-Huolto Oy ,OTHER,-,-,Sanimatto-Huolto Oy
2911,Bodium Helsinki ,OTHER,-,-,Bodium Helsinki
2912,ROYAL CUP INC ,OTHER,/g/11gyvzdbr,-,ROYAL CUP INC
2913,SASHA MASLOV ,PERSON,-,-,SASHA MASLOV
2914,Suomen Nuorkauppakamarit ry ,-,-,-,-
2915,FBT Solutions ,OTHER,-,-,FBT Solutions
2916,KOSS V O F  ,ORGANIZATION,-,-,KOSS VOF
2917,SF Express HK Ltd ,ORGANIZATION,/g/11c1x54srw,-,SF Express HK Ltd
2918,CURATIA LLC ,ORGANIZATION,-,-,CURATIA LLC
2919,FINTECH FINLAND ASSOCIATION ,ORGANIZATION,/g/11g0hlqtbf,-,FINTECH FINLAND ASSOCIATION
2920,CHIARI & SYRINGOMYELIA FOUNDATION ,OTHER,-,-,CHIARI
2921,HABITAT FOR HUMANITY GREATER ,OTHER,-,-,HABITAT FOR HUMANITY GREATER
2922,FINE COMMUNICATIONS INC ,OTHER,-,-,FINE COMMUNICATIONS INC
2923,IRON MOUNTAIN INTELLECTUAL PROPERTY ,LOCATION,-,-,IRON MOUNTAIN
2924,THE SUPPLY ROOM ,LOCATION,-,-,SUPPLY ROOM
2925,NO MAGIC INC ,OTHER,-,-,MAGIC INC
2926,XEBIA NEDERLAND B V  ,ORGANIZATION,/g/11c1x6v9kb,-,XEBIA NEDERLAND BV
2927,Tyto Software Pvt  Ltd  ,ORGANIZATION,/g/11dymfybwc,-,Tyto Software Pvt Ltd
2928,JCG Associates Inc  ,ORGANIZATION,/g/11dymfnqpp,-,JCG Associates Inc
2929,FIS BROKERAGE & SECURITIES SERVICES LLC ,OTHER,-,-,FIS BROKERAGE
2930,Voleo Inc  ,ORGANIZATION,/g/11g6xp2jc4,https://en.wikipedia.org/wiki/Voleo,Voleo Inc
2931,Telia Customer Service LT UAB ,OTHER,-,-,LT UAB
2932,Wordhouse ,PERSON,-,-,Wordhouse
2933,AMAZON CAPITAL SERVICES INC ,OTHER,-,-,AMAZON CAPITAL SERVICES INC
2934,Island Landscape & Nursery Pte Ltd ,ORGANIZATION,/g/1tj5hnwg,-,Island Landscape & Nursery Pte Ltd
2935,BT Singapore Pte Ltd ,ORGANIZATION,/g/11c5bcb7ps,-,BT Singapore Pte Ltd
2936,RICHART GRAPHICS INC  ,OTHER,-,-,RICHART GRAPHICS INC
2937,SFN Nettoyage ,OTHER,-,-,SFN Nettoyage
2938,JAGRUTI ASSOCIATES ,PERSON,-,-,JAGRUTI
2939,Hausbesitzgemeinschaft Urlichs ,OTHER,-,-,Hausbesitzgemeinschaft Urlichs
2940,SHOWMAN FABRICATORS INC ,OTHER,-,-,SHOWMAN FABRICATORS INC
2941,HONG KONG CONVENTION AND EXHIBITION CENT ,EVENT,-,-,HONG KONG CONVENTION AND EXHIBITION CENT
2942,Fireguard Installations Pty Ltd ,ORGANIZATION,-,-,Fireguard Installations Pty Ltd
2943,AudicomPendax Ltd ,ORGANIZATION,/g/11c1x7g3t3,-,AudicomPendax Ltd
2944,GEMNOTE INC ,OTHER,-,-,GEMNOTE INC
2945,RDS DELIVERY SERVICE CO INC  ,OTHER,-,-,SERVICE
2946,Meier Business Systems Pty Ltd ,ORGANIZATION,-,-,Meier Business Systems Pty Ltd
2947,UBIQUS REPORTING INC ,OTHER,-,-,UBIQUS REPORTING INC
2948,Convergent Commercial Inc ,ORGANIZATION,/g/11bc6pwslw,-,Convergent Commercial Inc
2949,MID ATLANTIC TRUST COMPANY ,LOCATION,-,-,MID ATLANTIC
2950,GFM LTD ,OTHER,-,-,GFM LTD
2951,DRINKMORE WATER ,ORGANIZATION,-,-,DRINKMORE
2952,Swedish Risk Management Association ,LOCATION,-,-,Swedish
2953,Allen & Overy LLP GB ,ORGANIZATION,-,-,Allen & Overy LLP GB
2954,GLOBAL RISK CONSULT ,OTHER,-,-,GLOBAL RISK CONSULT
2955,HBP INC ,OTHER,/g/11cs61zp8m,-,HBP INC
2956,Horst Zimmermann GmbH ,PERSON,-,-,Horst Zimmermann GmbH
2957,NOVAWORKS LLC ,ORGANIZATION,/g/11f6njmzp6,-,NOVAWORKS LLC
2958,NEW YORK HEALTH & RACQUET CLUB ,OTHER,-,-,HEALTH
2959,Dr Falk Konoch-Datenschutz-Beratung ,PERSON,-,-,Falk Konoch
2960,Iron Mountain (UK) Limited ,LOCATION,-,-,Iron Mountain
2961,RED GATE SOFTWARE LTD ,OTHER,-,-,RED GATE SOFTWARE LTD
2962,THOR KÃ˜LEANLÃ†G AF 2008 ApS ,OTHER,-,-,THOR KÃ
2963,FRESH AIR FUND ,ORGANIZATION,/m/08469j,https://en.wikipedia.org/wiki/The_Fresh_Air_Fund,FRESH AIR FUND
2964,Investor Relations Society ltd ,OTHER,-,-,Investor Relations Society ltd
2965,Echo Stamp UAB ,OTHER,-,-,Echo Stamp UAB
2966,HumanCapitalCare B V  ,OTHER,-,-,HumanCapitalCare BV
2967,TRANSCRIBE COPIER SYSTEMS LTD ,OTHER,-,-,TRANSCRIBE COPIER SYSTEMS LTD
2968,VPNE PARKING SOLUTIONS ,ORGANIZATION,-,-,VPNE
2969,ICM OPLEIDINGEN & TRAININGEN B V  ,-,-,-,-
2970,Longlife Stationery Pte Ltd ,ORGANIZATION,/g/1tjgm360,-,Longlife Stationery Pte Ltd
2971,BUTLER BOX & STORAGE INC ,ORGANIZATION,-,-,BUTLER BOX & STORAGE INC
2972,STICHTING VESTINGLOOP 'S-HERTOGENBOSCH ,-,-,-,-
2973,Apply Synergies LLC ,OTHER,-,-,Synergies LLC
2974,Apply Synergies Europe ,OTHER,-,-,Synergies
2975,Premiumgids nl ,OTHER,-,-,Premiumgids nl
2976,ROYAL AUTOMOBILE CLUB OF AUSTRALIA Incor ,OTHER,-,-,Incor
2977,Lithuanian Financial Markets Institute ,ORGANIZATION,/g/11fx7sk1mb,-,Lithuanian Financial Markets Institute
2978,SAS CDS INVEST ,ORGANIZATION,-,-,SAS
2979,QUALTRICS LLC ,ORGANIZATION,/m/080nnft,https://en.wikipedia.org/wiki/Qualtrics,QUALTRICS LLC
2980,NYSE Market Inc ,ORGANIZATION,/m/09m5hjc,-,NYSE Market Inc
2981,NYSE Market Inc ,ORGANIZATION,/m/09m5hjc,-,NYSE Market Inc
2982,VIKING MEDIA ,OTHER,-,-,VIKING MEDIA
2983,Ary Ohayon ,PERSON,/g/11fyxtw_h4,-,Ary Ohayon
2984,Luisa TÃµlkebÃ¼roo OÃœ ,PERSON,-,-,Luisa TÃμlkebÃ1⁄4roo OÃœ
2985,EXPEDITORS INTERNATIONAL OF WASHINGTON ,ORGANIZATION,/m/02ns5p,https://en.wikipedia.org/wiki/Expeditors_International,EXPEDITORS INTERNATIONAL OF WASHINGTON
2986,ARGMAR GRUPP OÃœ ,ORGANIZATION,-,-,ARGMAR
2987,TEXAS GOVERNORS MANSION ADMINISTRATION ,LOCATION,/m/06_0jj9,https://en.wikipedia.org/wiki/Texas_Governor's_Mansion,TEXAS GOVERNORS MANSION
2988,ParsonsKellogg LLC ,ORGANIZATION,-,-,ParsonsKellogg LLC
2989,Fitek AS ,PERSON,-,-,Fitek
2990,Rivers 5 SIA ,LOCATION,-,-,Rivers
2991,DHL International A  S ,ORGANIZATION,/m/021086,https://en.wikipedia.org/wiki/DHL_Express,DHL International
2992,SYNOPTIK A  S ,ORGANIZATION,/g/11c59p431y,-,SYNOPTIK
2993,MONUMENTAL VENDING INC ,OTHER,-,-,MONUMENTAL VENDING INC
2994,APNIC Pty Ltd ,ORGANIZATION,/m/0f05b,https://en.wikipedia.org/wiki/Asia-Pacific_Network_Information_Centre,APNIC Pty Ltd
2995,MULTITOUCH AMERICAS INC ,ORGANIZATION,/g/11fx7tfjrs,-,MULTITOUCH AMERICAS INC
2996,PITNEY BOWES CANADA ,ORGANIZATION,/m/06dkr2,https://en.wikipedia.org/wiki/Pitney_Bowes,PITNEY BOWES
2997,DAVID J   BLATT ,PERSON,-,-,DAVID J BLATT
2998,Infomedia ,OTHER,-,-,Infomedia
2999,BENJAMIN NAM ,PERSON,-,-,BENJAMIN NAM
3000,CO2LOGIC INC ,OTHER,-,-,CO2LOGIC INC
3001,NCOI Trainingen B V  ,OTHER,-,-,NCOI Trainingen BV
3002,Cognizant Technology Solutions India Pvt ,OTHER,-,-,Cognizant Technology Solutions India Pvt
3003,3 HI3G Denmark ApS ,ORGANIZATION,-,-,HI3G Denmark ApS
3004,Guardian Life Insurance Company ,ORGANIZATION,/m/0cmmlx,https://en.wikipedia.org/wiki/The_Guardian_Life_Insurance_Company_of_America,Guardian Life Insurance Company
3005,COPP CLARK LIMITED ,PERSON,/g/11f0z5b1kn,-,COPP CLARK
3006,Olive Business Solutions Limited ,OTHER,-,-,Olive Business Solutions Limited
3007,ADgett SIA ,OTHER,-,-,ADgett
3008,Dell GmbH ,CONSUMER_GOOD,-,-,GmbH
3009,KARNOV GROUP DENMARK A  S ,ORGANIZATION,-,-,KARNOV GROUP
3010,Patrix AB ,OTHER,/g/11dxq2qnbp,-,Patrix AB
3011,bxmedia ,OTHER,-,-,bxmedia
3012,GSB DIGITAL ,OTHER,-,-,GSB DIGITAL
3013,Ã˜stlie MÃ¸bel-service AS ,OTHER,-,-,bel-service
3014,Andris Smedins ,PERSON,-,-,Andris Smedins
3015,A BETTER RESOLUTION INC ,OTHER,-,-,BETTER RESOLUTION INC
3016,Johnny Greig Ltd ,PERSON,-,-,Johnny Greig Ltd
3017,IPROMOTEU COM INC ,OTHER,-,-,IPROMOTEU COM INC
3018,Certego Oy ,OTHER,/g/11cs5d_ggg,-,Certego Oy
3019,Conrad Electronic B V  ,OTHER,-,-,Conrad Electronic BV
3020,The University of Sydney ,ORGANIZATION,/m/07vk2,https://en.wikipedia.org/wiki/University_of_Sydney,University of Sydney
3021,Amerikas TirdzniecÄ«bas palÄta LatvijÄ ,PERSON,-,-,Amerikas TirdzniecÄ
3022,ATEA UAB ,LOCATION,-,-,ATEA UAB
3023,AP Safe Oy ,ORGANIZATION,-,-,AP
3024,PostNord Sverige AB ,OTHER,-,-,PostNord Sverige AB
3025,CARRIER OY ,OTHER,-,-,CARRIER OY
3026,DIGITAL JOURNAL INC ,OTHER,/g/11c1xc4k0v,-,DIGITAL JOURNAL INC
3027,A2E LLC ,ORGANIZATION,/g/11fhrk5zzr,-,A2E LLC
3028,LABRADOR ,LOCATION,/m/0km3f,https://en.wikipedia.org/wiki/Labrador_Retriever,LABRADOR
3029,GEER COMMUNICATIONS ,OTHER,-,-,GEER COMMUNICATIONS
3030,Vilniaus universiteto StudentÅ³ atstovybÄ— ,OTHER,-,-,Vilniaus universiteto
3031,3GRC GMBH ,OTHER,-,-,3GRC GMBH
3032,Sodexo Pass Belgium sa  nv ,ORGANIZATION,-,-,Sodexo Pass Belgium sa nv
3033,Smile & Shine i Sverige AB ,OTHER,-,-,Smile
3034,Aon Counsulting Ltd ,ORGANIZATION,-,-,Aon Counsulting Ltd
3035,Edwards Entertainment ,ORGANIZATION,-,-,Edwards Entertainment
3036,ASCENSUS INC ,OTHER,/g/11c521x5ry,https://en.wikipedia.org/wiki/Ascensus,ASCENSUS INC
3037,EPI-COLORSPACE ,OTHER,-,-,EPI-COLORSPACE
3038,Tinklinio akademija VÅ Ä® ,PERSON,-,-,Tinklinio akademija VÅ Ä
3039,Davidson Trahaire Corpsych Pty Ltd ,ORGANIZATION,/g/11c5b9sy8f,-,Davidson Trahaire Corpsych Pty Ltd
3040,REDERIJ BELLE BV ,-,-,-,-
3041,PIPER JAFFRAY & CO ,ORGANIZATION,/m/06pgxh,https://en.wikipedia.org/wiki/Piper_Jaffray,PIPER JAFFRAY
3042,Master Billiards Pty Ltd ,ORGANIZATION,-,-,Master Billiards Pty Ltd
3043,Eventum AB ,OTHER,-,-,Eventum AB
3044,Danske Bank A  S Finland Branch ,ORGANIZATION,/m/0373ht,https://en.wikipedia.org/wiki/Danske_Bank,Danske Bank
3045,KIVETT & COMPANY COMMUNICATIONS LLC ,ORGANIZATION,-,-,KIVETT & COMPANY COMMUNICATIONS LLC
3046,KAISER FOUNDATION HEALTH PLAN ,OTHER,-,-,KAISER FOUNDATION HEALTH PLAN
3047,SAP Australia Pty Ltd ,ORGANIZATION,-,-,SAP Australia Pty Ltd
3048,CUSTOMSCOOP ,OTHER,-,-,CUSTOMSCOOP
3049,ZERO RESTRICTION ,OTHER,-,-,RESTRICTION
3050,TV2  DANMARK A  S ,ORGANIZATION,/m/01x9cl,https://en.wikipedia.org/wiki/TV_2_(Denmark),TV2 DANMARK
3051,MINDEN GROSS LLP ,OTHER,/g/1tf6xzy5,-,MINDEN GROSS LLP
3052,Borsa Istanbul Anonim Sirketi ,-,-,-,-
3053,JP MORGAN ,PERSON,/m/01hlwv,https://en.wikipedia.org/wiki/JPMorgan_Chase,JP MORGAN
3054,IBM Canada Ltd ,ORGANIZATION,/g/121v7yh3,https://de.wikipedia.org/wiki/IBM_Canada,IBM Canada Ltd
3055,IBM CORPORATION ,ORGANIZATION,/m/03sc8,https://en.wikipedia.org/wiki/IBM,IBM CORPORATION
3056,DATA ACCESS  DATAPATCH INC  ,OTHER,/g/11cs5_495m,-,DATA ACCESS DATAPATCH INC
3057,GLOBALDOX LLC ,ORGANIZATION,-,-,GLOBALDOX LLC
3058,Tip-Top Glas- u GebÃ¤udereinigung e K ,OTHER,-,-,Glas
3059,ANDREW DUNN ,PERSON,/m/0jsx50,https://en.wikipedia.org/wiki/Andrew_Dunn_(cinematographer),ANDREW DUNN
3060,The City of Calgary ,LOCATION,/m/01r32,https://en.wikipedia.org/wiki/Calgary,City of Calgary
3061,PaplÅ«dimio tinklinio mokykla VÅ Ä® ,OTHER,-,-,PaplÅ
3062,Reda China Limited ,ORGANIZATION,-,-,Reda China Limited
3063,Achieve Exhibition Pty Ltd ,ORGANIZATION,-,-,Achieve Exhibition Pty Ltd
3064,SYNERGYTOP LLC ,ORGANIZATION,/g/11c73pjd7r,-,SYNERGYTOP LLC
3065,LUMINAID LAB LLC ,ORGANIZATION,/g/11dxpt8tp0,-,LUMINAID LAB LLC
3066,Aviva Life & Pensions UK Ltd ,ORGANIZATION,-,-,Aviva Life & Pensions UK Ltd
3067,Amber Vilnius UAB ,OTHER,-,-,Vilnius UAB
3068,PAPERINKERÃ„YS OY ,ORGANIZATION,-,-,PAPERINKERÃ
3069,IBM Global Financing Danmark Aps ,ORGANIZATION,-,-,IBM Global Financing Danmark Aps
3070,Musiikkiyhdistys Swing ry ,-,-,-,-
3071,Candid Water Cooler Pte Ltd ,ORGANIZATION,-,-,Candid Water Cooler Pte Ltd
3072,Dirigo UAB ,ORGANIZATION,-,-,Dirigo UAB
3073,William Buck (NSW) Pty Ltd ,PERSON,-,-,William Buck
3074,Toothpicks and Honey Oy ,CONSUMER_GOOD,-,-,Toothpicks
3075,AT&T MOBILITY ,ORGANIZATION,/m/02d4jl,https://en.wikipedia.org/wiki/AT&T_Mobility,AT&T MOBILITY
3076,G4S SECURE INTEGRATION ,ORGANIZATION,-,-,G4S
3077,Metier Academy Benelux B V   ,ORGANIZATION,-,-,Metier
3078,Dell SA ,ORGANIZATION,/m/0py9b,https://en.wikipedia.org/wiki/Dell,Dell
3079,NESPRESSO FRANCE S A S ,CONSUMER_GOOD,-,-,NESPRESSO
3080,N-Energie AG ,OTHER,-,-,N-Energie AG
3081,Premier Conferencing Pty Ltd ,ORGANIZATION,-,-,Premier Conferencing Pty Ltd
3082,DATA MINER UAB ,PERSON,-,-,DATA MINER
3083,EPIQ CORPORATE RESTRUCTURING LLC ,OTHER,-,-,EPIQ CORPORATE RESTRUCTURING LLC
3084,TICOTECH INC  ,OTHER,-,-,TICOTECH INC
3085,CHILDREN'S HOSPITAL ,ORGANIZATION,-,-,CHILDREN'S HOSPITAL
3086,BSL Consultants Pte Ltd ,ORGANIZATION,-,-,BSL Consultants Pte Ltd
3087,Expisoft AB ,OTHER,-,-,Expisoft AB
3088,COFFEE UNLIMITED ,OTHER,-,-,COFFEE UNLIMITED
3089,Fresh Direct LLC ,ORGANIZATION,/m/03nmst,https://en.wikipedia.org/wiki/FreshDirect,Fresh Direct LLC
3090,CRUNCH LLC ,ORGANIZATION,/m/080j2wq,https://en.wikipedia.org/wiki/Crunch_Fitness,CRUNCH LLC
3091,COFFEE DISTRIBUTING CORP  ,ORGANIZATION,/g/11c1xbyfhf,-,COFFEE DISTRIBUTING CORP
3092,ORKIN LLC ,PERSON,/m/03ycfz,https://en.wikipedia.org/wiki/Orkin,ORKIN LLC
3093,CANADIAN TECH AIR SYSTEMS INC ,LOCATION,/m/0d060g,https://en.wikipedia.org/wiki/Canada,CANADIAN
3094,COMED ,ORGANIZATION,/m/03_tj7,https://en.wikipedia.org/wiki/Commonwealth_Edison,COMED
3095,Miljodirektoratet ,OTHER,/m/0ywxh2x,https://en.wikipedia.org/wiki/Norwegian_Environment_Agency,Miljodirektoratet
3096,S E Bannister & F A Martin ,PERSON,-,-,SE Bannister
3097,RIPE NCC ,OTHER,/m/07_kv0,https://en.wikipedia.org/wiki/Réseaux_IP_Européens_Network_Coordination_Centre,RIPE NCC
3098,Fidessa Plc ,ORGANIZATION,/m/047dx5d,https://en.wikipedia.org/wiki/Fidessa,Fidessa Plc
3099,TELUS Communications Company ,ORGANIZATION,-,-,TELUS Communications Company
3100,SHRED-IT INTERNATIONAL ULC ,ORGANIZATION,/m/04gj05n,https://en.wikipedia.org/wiki/Shred-it,SHRED-IT
3101,FRUITS-A-LA-JOB ,OTHER,-,-,JOB
3102,Caceis Investor Services ,ORGANIZATION,/g/11c1x62wxg,-,Caceis
3103,PARIS WEBCUBE ,OTHER,-,-,PARIS WEBCUBE
3104,TAIT SAUNDERS MULVANEY PC ,PERSON,-,-,TAIT SAUNDERS
3105,Verslo Å¾inios UAB ,-,-,-,-
3106,TABLEAU SOFTWARE INC ,OTHER,-,-,TABLEAU
3107,PITNEY WORKS ,WORK_OF_ART,-,-,PITNEY WORKS
3108,SALESFORCE COM ,OTHER,/m/07btr5,https://en.wikipedia.org/wiki/Salesforce.com,SALESFORCE COM
3109,AKVARIE-LEASING DENMARK FILIAL ,LOCATION,-,-,AKVARIE
3110,SFR BUSINESS TEAM ,ORGANIZATION,/g/12307cz5,https://fr.wikipedia.org/wiki/SFR_Business,SFR BUSINESS TEAM
3111,ACCO BRANDS CORPORATION ,ORGANIZATION,/m/07sq49,https://en.wikipedia.org/wiki/ACCO_Brands,ACCO BRANDS CORPORATION
3112,Mail Plus Pty Ltd ,ORGANIZATION,-,-,Mail Plus Pty Ltd
3113,Oncall Group Pty Limited ,OTHER,-,-,Oncall Group Pty Limited
3114,STOCK & OPTION SOLUTIONS INC  ,OTHER,-,-,STOCK
3115,SmartStream Technologies Luxembourg S A  ,OTHER,-,-,SmartStream Technologies Luxembourg SA
3116,HECTAS Sicherheitdienste GmbH ,ORGANIZATION,-,-,HECTAS Sicherheitdienste GmbH
3117,MEDIANT COMMUNICATIONS INC ,OTHER,/g/11c1x5jkh2,-,MEDIANT COMMUNICATIONS INC
3118,METROCOM NYC INC  ,OTHER,-,-,METROCOM NYC INC
3119,Agilendas UAB ,ORGANIZATION,-,-,Agilendas UAB
3120,HYGRADE BUSINESS GROUP ,OTHER,-,-,HYGRADE
3121,BRAVO PRODUCTIONS LIMITED ,OTHER,-,-,BRAVO PRODUCTIONS LIMITED
3122,Orange SA ,ORGANIZATION,/m/0jd05,https://en.wikipedia.org/wiki/Orange_S.A.,Orange SA
3123,Puzzel AS ,OTHER,-,-,Puzzel
3124,MASTERCLOCK INC ,OTHER,-,-,MASTERCLOCK INC
3125,1240 ROSECRANS TENANT LLC ,PERSON,-,-,ROSECRANS TENANT LLC
3126,Kuopion Energia Oy ,-,-,-,-
3127,OK Interactive OÃœ ,OTHER,-,-,OÃœ
3128,AJM NINO CORP ,ORGANIZATION,/g/11f12980hr,-,AJM NINO CORP
3129,OpusCapita Solutions Oy ,OTHER,-,-,OpusCapita Solutions Oy
3130,Shaw Cablesystems G P  ,OTHER,/g/11c5b7dzfk,-,Shaw Cablesystems GP
3131,T O R  PRODUCTIONS INC  ,OTHER,-,-,TOR PRODUCTIONS INC
3132,THE AMD PARTNERSHIP LTD ,ORGANIZATION,/m/0z64,https://en.wikipedia.org/wiki/Advanced_Micro_Devices,AMD
3133,Baltijos kompiuteriÅ³ akademija UAB ,-,-,-,-
3134,Elgiganten AB ,OTHER,-,-,Elgiganten AB
3135,DG CONSULTANTS SAS ,ORGANIZATION,-,-,DG CONSULTANTS SAS
3136,TyÃ¶ttÃ¶myysvakuutusrahasto ,PERSON,-,-,TyÃ
3137,Neopost Limited ,OTHER,-,-,Neopost Limited
3138,GRAMERCY MADISON OFFICE SUPPLY LLC ,LOCATION,-,-,GRAMERCY MADISON
3139,London Stock Exchange ,ORGANIZATION,/m/01c3gj,https://en.wikipedia.org/wiki/London_Stock_Exchange,London Stock Exchange
3140,CHUBB France ,OTHER,/g/11ckkz8sf0,-,CHUBB France
3141,HOGAN SECURITY GROUP LLC ,ORGANIZATION,-,-,HOGAN SECURITY GROUP LLC
3142,Viteau B V  ,OTHER,-,-,Viteau BV
3143,Radi SIA ,OTHER,-,-,Radi
3144,COFFEE BREAK COMPANY INC ,OTHER,-,-,COFFEE BREAK COMPANY INC
3145,BCE CONFERENCING INC ,OTHER,-,-,BCE CONFERENCING INC
3146,O K  HOSPITALITY SERVICES LTD ,OTHER,-,-,HOSPITALITY SERVICES LTD
3147,Tower Consulting Europe Ltd ,ORGANIZATION,-,-,Tower Consulting Europe Ltd
3148,venticento s r l ,OTHER,-,-,venticento srl
3149,IncrediBuild Software Ltd ,ORGANIZATION,/g/11dxp_06_f,-,IncrediBuild Software Ltd
3150,Apcoa parking ,ORGANIZATION,/m/03c_hxt,https://en.wikipedia.org/wiki/APCOA_Parking,Apcoa
3151,NEW YORK WINDOW FILM CO INC ,LOCATION,-,-,NEW YORK
3152,Telekom Deutschland Gmbh ,ORGANIZATION,/g/11cfv10xm,https://de.wikipedia.org/wiki/Telekom_Deutschland,Telekom Deutschland Gmbh
3153,ROBERT FOX ENTERTAINMENT ,ORGANIZATION,-,-,ROBERT FOX ENTERTAINMENT
3154,Gelato Cart People Pty Ltd ,ORGANIZATION,-,-,Gelato Cart People Pty Ltd
3155,Donnelley Financial LLC ,ORGANIZATION,/g/11csq_klb4,-,Donnelley Financial LLC
3156,SALESFORCE COM CANADA CORPORATION ,ORGANIZATION,/m/09mj9g9,-,SALESFORCE COM CANADA CORPORATION
3157,CARUSO FLORIST INC ,OTHER,-,-,CARUSO FLORIST INC
3158,Baummanshof Oko-Lieferservice ,ORGANIZATION,-,-,Baummanshof Oko-Lieferservice
3159,More Than Magic LLC ,ORGANIZATION,-,-,Than Magic LLC
3160,GLOBEX PLUS MESSENGER SERVICE ,PERSON,-,-,MESSENGER
3161,CLOUD9 TECHNOLOGIES LLC ,ORGANIZATION,/g/11c1x5r455,-,CLOUD9 TECHNOLOGIES LLC
3162,CYCLESCHEME LTD ,OTHER,-,-,CYCLESCHEME LTD
3163,MTÃœ FinanceEstonia ,OTHER,-,-,MTÃœ FinanceEstonia
3164,APRIL L  YOUNG ,-,-,-,-
3165,FINANCIAL MANAGEMENT ASSOCIATION ,ORGANIZATION,/g/1tfbp3bg,-,FINANCIAL MANAGEMENT ASSOCIATION
3166,MAEGAN LILLIS ,PERSON,-,-,MAEGAN LILLIS
